fecha,dia_semana,mes,anio,es_fin_semana,es_feriado,franja_horaria,hora_inicio,hora_fin,producto,categoria,cantidad_vendida,precio_unitario,total_venta,canal_venta,promocion_activa,tipo_promocion,descuento_pct,clima,temperatura,lluvia,personal_disponible,tiempo_preparacion_min,stock_disponible,porcentaje_delivery
2024-04-30,Martes,4,2024,0,0,Almuerzo,12,16,Hamburguesa BBQ,Hamburguesas,23,16.0,368.0,Presencial,No,Ninguna,0,Soleado,27,0,7,14,44,31
2024-04-30,Martes,4,2024,0,0,Cena,18,22,Pollo Broaster,Pollos,30,18.0,540.0,Presencial,No,Ninguna,0,Soleado,27,0,5,13,52,42
2024-04-30,Martes,4,2024,0,0,Cena,18,22,Hamburguesa Clásica,Hamburguesas,23,12.0,234.6,Delivery,Sí,Descuento,15,Soleado,27,0,5,11,48,60
2024-04-30,Martes,4,2024,0,0,Cena,18,22,Alitas BBQ,Pollos,19,20.0,380.0,Presencial,No,Ninguna,0,Soleado,27,0,5,13,54,47
2024-04-30,Martes,4,2024,0,0,Cena,18,22,Hamburguesa BBQ,Hamburguesas,23,16.0,276.0,Web,Sí,Descuento,25,Soleado,27,0,5,8,28,68
2024-05-01,Miércoles,5,2024,0,1,Desayuno,7,11,Pizza Familiar,Pizzas,8,32.0,256.0,Presencial,No,Ninguna,0,Lluvioso,17,1,2,19,39,37
2024-05-01,Miércoles,5,2024,0,1,Desayuno,7,11,Sándwich de Pollo,Sándwiches,14,11.0,154.0,Delivery,No,Ninguna,0,Lluvioso,17,1,2,9,30,29
2024-05-01,Miércoles,5,2024,0,1,Desayuno,7,11,Jugo Natural,Bebidas,8,6.0,48.0,Delivery,No,Ninguna,0,Lluvioso,17,1,2,2,56,33
2024-05-01,Miércoles,5,2024,0,1,Desayuno,7,11,Hamburguesa BBQ,Hamburguesas,9,16.0,144.0,Presencial,No,Ninguna,0,Lluvioso,17,1,2,11,24,30
2024-05-01,Miércoles,5,2024,0,1,Desayuno,7,11,Gaseosa,Bebidas,21,4.0,84.0,Presencial,No,Ninguna,0,Lluvioso,17,1,2,3,74,30
2024-05-01,Miércoles,5,2024,0,1,Almuerzo,12,16,Pollo Broaster,Pollos,36,18.0,648.0,Delivery,No,Ninguna,0,Lluvioso,17,1,6,17,61,46
2024-05-01,Miércoles,5,2024,0,1,Almuerzo,12,16,Salchipapa Especial,Salchipapas,41,15.0,522.75,Delivery,Sí,Descuento,15,Lluvioso,17,1,6,10,59,61
2024-05-01,Miércoles,5,2024,0,1,Almuerzo,12,16,Gaseosa,Bebidas,52,4.0,208.0,Web,No,Ninguna,0,Lluvioso,17,1,6,5,105,35
2024-05-01,Miércoles,5,2024,0,1,Almuerzo,12,16,Salchipapa Clásica,Salchipapas,25,10.0,225.0,Delivery,Sí,Descuento,10,Lluvioso,17,1,6,9,60,56
2024-05-01,Miércoles,5,2024,0,1,Almuerzo,12,16,Hamburguesa Clásica,Hamburguesas,25,12.0,300.0,Web,No,Ninguna,0,Lluvioso,17,1,6,12,47,45
2024-05-01,Miércoles,5,2024,0,1,Cena,18,22,Gaseosa,Bebidas,33,4.0,132.0,Delivery,No,Ninguna,0,Lluvioso,17,1,8,5,60,70
2024-05-01,Miércoles,5,2024,0,1,Cena,18,22,Alitas BBQ,Pollos,24,20.0,480.0,Web,No,Ninguna,0,Lluvioso,17,1,8,15,36,64
2024-05-01,Miércoles,5,2024,0,1,Cena,18,22,Cheeseburger,Hamburguesas,23,14.0,322.0,Presencial,No,Ninguna,0,Lluvioso,17,1,8,13,28,70
2024-05-01,Miércoles,5,2024,0,1,Cena,18,22,Pollo Broaster,Pollos,38,18.0,684.0,Delivery,No,Ninguna,0,Lluvioso,17,1,8,16,52,59
2024-05-02,Jueves,5,2024,0,0,Desayuno,7,11,Jugo Natural,Bebidas,10,6.0,60.0,Presencial,No,Ninguna,0,Nublado,18,0,4,4,60,23
2024-05-02,Jueves,5,2024,0,0,Desayuno,7,11,Sándwich de Pollo,Sándwiches,8,11.0,88.0,Presencial,No,Ninguna,0,Nublado,18,0,4,12,24,24
2024-05-02,Jueves,5,2024,0,0,Desayuno,7,11,Hamburguesa BBQ,Hamburguesas,9,16.0,144.0,Presencial,No,Ninguna,0,Nublado,18,0,4,14,30,17
2024-05-02,Jueves,5,2024,0,0,Desayuno,7,11,Cheeseburger,Hamburguesas,5,14.0,70.0,Delivery,No,Ninguna,0,Nublado,18,0,4,14,23,16
2024-05-02,Jueves,5,2024,0,0,Desayuno,7,11,Hamburguesa Clásica,Hamburguesas,11,12.0,132.0,Presencial,No,Ninguna,0,Nublado,18,0,4,8,30,11
2024-05-02,Jueves,5,2024,0,0,Almuerzo,12,16,Pizza Familiar,Pizzas,23,32.0,736.0,Presencial,No,Ninguna,0,Nublado,18,0,5,25,35,32
2024-05-02,Jueves,5,2024,0,0,Almuerzo,12,16,Pollo Broaster,Pollos,29,18.0,522.0,Presencial,No,Ninguna,0,Nublado,18,0,5,18,44,41
2024-05-02,Jueves,5,2024,0,0,Almuerzo,12,16,Gaseosa,Bebidas,43,4.0,146.2,Delivery,Sí,Descuento,15,Nublado,18,0,5,4,63,43
2024-05-02,Jueves,5,2024,0,0,Almuerzo,12,16,Alitas BBQ,Pollos,20,20.0,400.0,Delivery,No,Ninguna,0,Nublado,18,0,5,15,25,37
2024-05-02,Jueves,5,2024,0,0,Almuerzo,12,16,Salchipapa Especial,Salchipapas,39,15.0,585.0,Presencial,No,Ninguna,0,Nublado,18,0,5,13,62,38
2024-05-02,Jueves,5,2024,0,0,Cena,18,22,Salchipapa Clásica,Salchipapas,12,10.0,120.0,Delivery,No,Ninguna,0,Nublado,18,0,7,8,17,47
2024-05-02,Jueves,5,2024,0,0,Cena,18,22,Pizza Familiar,Pizzas,9,32.0,288.0,Delivery,No,Ninguna,0,Nublado,18,0,7,16,15,56
2024-05-02,Jueves,5,2024,0,0,Cena,18,22,Pizza Personal,Pizzas,23,13.0,224.25,Presencial,Sí,Descuento,25,Nublado,18,0,7,20,54,59
2024-05-02,Jueves,5,2024,0,0,Cena,18,22,Hamburguesa Clásica,Hamburguesas,17,12.0,204.0,Presencial,No,Ninguna,0,Nublado,18,0,7,12,42,40
2024-05-03,Viernes,5,2024,0,0,Desayuno,7,11,Sándwich de Pollo,Sándwiches,10,11.0,110.0,Presencial,No,Ninguna,0,Soleado,27,0,4,8,22,24
2024-05-03,Viernes,5,2024,0,0,Desayuno,7,11,Hamburguesa Clásica,Hamburguesas,14,12.0,168.0,Presencial,No,Ninguna,0,Soleado,27,0,4,10,31,18
2024-05-03,Viernes,5,2024,0,0,Desayuno,7,11,Jugo Natural,Bebidas,15,6.0,90.0,Delivery,No,Ninguna,0,Soleado,27,0,4,5,72,24
2024-05-03,Viernes,5,2024,0,0,Desayuno,7,11,Cheeseburger,Hamburguesas,10,14.0,140.0,Presencial,No,Ninguna,0,Soleado,27,0,4,14,30,14
2024-05-03,Viernes,5,2024,0,0,Desayuno,7,11,Gaseosa,Bebidas,24,4.0,96.0,Delivery,No,Ninguna,0,Soleado,27,0,4,2,55,25
2024-05-03,Viernes,5,2024,0,0,Almuerzo,12,16,Jugo Natural,Bebidas,22,6.0,132.0,Presencial,No,Ninguna,0,Soleado,27,0,5,3,49,39
2024-05-03,Viernes,5,2024,0,0,Almuerzo,12,16,Hamburguesa BBQ,Hamburguesas,26,16.0,416.0,Presencial,No,Ninguna,0,Soleado,27,0,5,8,37,37
2024-05-03,Viernes,5,2024,0,0,Almuerzo,12,16,Hamburguesa Clásica,Hamburguesas,31,12.0,372.0,Delivery,No,Ninguna,0,Soleado,27,0,5,11,43,30
2024-05-03,Viernes,5,2024,0,0,Cena,18,22,Sándwich de Pollo,Sándwiches,22,11.0,217.8,Delivery,Sí,Combo,10,Soleado,27,0,7,7,54,67
2024-05-03,Viernes,5,2024,0,0,Cena,18,22,Pollo Broaster,Pollos,33,18.0,594.0,Presencial,No,Ninguna,0,Soleado,27,0,7,13,51,41
2024-05-03,Viernes,5,2024,0,0,Cena,18,22,Salchipapa Especial,Salchipapas,25,15.0,375.0,Presencial,No,Ninguna,0,Soleado,27,0,7,9,42,41
2024-05-03,Viernes,5,2024,0,0,Cena,18,22,Gaseosa,Bebidas,38,4.0,152.0,Web,No,Ninguna,0,Soleado,27,0,7,3,57,43
2024-05-03,Viernes,5,2024,0,0,Cena,18,22,Jugo Natural,Bebidas,31,6.0,167.4,Delivery,Sí,Combo,10,Soleado,27,0,7,3,62,63
2024-05-04,Sábado,5,2024,1,0,Desayuno,7,11,Gaseosa,Bebidas,25,4.0,100.0,Delivery,No,Ninguna,0,Nublado,21,0,5,2,72,33
2024-05-04,Sábado,5,2024,1,0,Desayuno,7,11,Hamburguesa Clásica,Hamburguesas,21,12.0,201.6,Presencial,Sí,2x1,20,Nublado,21,0,5,11,38,31
2024-05-04,Sábado,5,2024,1,0,Desayuno,7,11,Jugo Natural,Bebidas,12,6.0,72.0,Presencial,No,Ninguna,0,Nublado,21,0,5,3,27,20
2024-05-04,Sábado,5,2024,1,0,Desayuno,7,11,Salchipapa Clásica,Salchipapas,9,10.0,90.0,Presencial,No,Ninguna,0,Nublado,21,0,5,13,35,17
2024-05-04,Sábado,5,2024,1,0,Almuerzo,12,16,Pizza Familiar,Pizzas,23,32.0,736.0,Delivery,No,Ninguna,0,Nublado,21,0,7,17,30,40
2024-05-04,Sábado,5,2024,1,0,Almuerzo,12,16,Hamburguesa BBQ,Hamburguesas,36,16.0,576.0,Delivery,No,Ninguna,0,Nublado,21,0,7,12,65,35
2024-05-04,Sábado,5,2024,1,0,Almuerzo,12,16,Salchipapa Clásica,Salchipapas,31,10.0,310.0,Delivery,No,Ninguna,0,Nublado,21,0,7,8,66,39
2024-05-04,Sábado,5,2024,1,0,Almuerzo,12,16,Pollo Broaster,Pollos,54,18.0,874.8,Web,Sí,Descuento,10,Nublado,21,0,7,20,72,47
2024-05-04,Sábado,5,2024,1,0,Cena,18,22,Gaseosa,Bebidas,42,4.0,168.0,Delivery,No,Ninguna,0,Nublado,21,0,6,2,101,55
2024-05-04,Sábado,5,2024,1,0,Cena,18,22,Hamburguesa Clásica,Hamburguesas,25,12.0,300.0,Web,No,Ninguna,0,Nublado,21,0,6,11,42,48
2024-05-04,Sábado,5,2024,1,0,Cena,18,22,Alitas BBQ,Pollos,25,20.0,500.0,Web,No,Ninguna,0,Nublado,21,0,6,13,60,67
2024-05-04,Sábado,5,2024,1,0,Cena,18,22,Hamburguesa BBQ,Hamburguesas,23,16.0,368.0,Delivery,No,Ninguna,0,Nublado,21,0,6,11,40,72
2024-05-04,Sábado,5,2024,1,0,Cena,18,22,Pizza Familiar,Pizzas,17,32.0,544.0,Web,No,Ninguna,0,Nublado,21,0,6,17,48,67
2024-05-04,Sábado,5,2024,1,0,Cena,18,22,Jugo Natural,Bebidas,26,6.0,156.0,Delivery,No,Ninguna,0,Nublado,21,0,6,4,84,58
2024-05-05,Domingo,5,2024,1,0,Desayuno,7,11,Cheeseburger,Hamburguesas,9,14.0,126.0,Presencial,No,Ninguna,0,Nublado,21,0,5,8,14,29
2024-05-05,Domingo,5,2024,1,0,Desayuno,7,11,Salchipapa Clásica,Salchipapas,7,10.0,70.0,Delivery,No,Ninguna,0,Nublado,21,0,5,13,20,21
2024-05-05,Domingo,5,2024,1,0,Desayuno,7,11,Jugo Natural,Bebidas,10,6.0,60.0,Presencial,No,Ninguna,0,Nublado,21,0,5,4,36,29
2024-05-05,Domingo,5,2024,1,0,Desayuno,7,11,Hamburguesa Clásica,Hamburguesas,14,12.0,168.0,Presencial,No,Ninguna,0,Nublado,21,0,5,11,45,23
2024-05-05,Domingo,5,2024,1,0,Desayuno,7,11,Alitas BBQ,Pollos,11,20.0,220.0,Web,No,Ninguna,0,Nublado,21,0,5,13,37,24
2024-05-05,Domingo,5,2024,1,0,Almuerzo,12,16,Salchipapa Especial,Salchipapas,37,15.0,416.25,Delivery,Sí,2x1,25,Nublado,21,0,7,13,45,56
2024-05-05,Domingo,5,2024,1,0,Almuerzo,12,16,Salchipapa Clásica,Salchipapas,26,10.0,260.0,Delivery,No,Ninguna,0,Nublado,21,0,7,15,47,45
2024-05-05,Domingo,5,2024,1,0,Almuerzo,12,16,Hamburguesa Clásica,Hamburguesas,26,12.0,312.0,Delivery,No,Ninguna,0,Nublado,21,0,7,11,55,47
2024-05-05,Domingo,5,2024,1,0,Almuerzo,12,16,Pizza Familiar,Pizzas,15,32.0,480.0,Presencial,No,Ninguna,0,Nublado,21,0,7,25,48,38
2024-05-05,Domingo,5,2024,1,0,Almuerzo,12,16,Hamburguesa BBQ,Hamburguesas,20,16.0,320.0,Web,No,Ninguna,0,Nublado,21,0,7,11,30,47
2024-05-05,Domingo,5,2024,1,0,Cena,18,22,Salchipapa Especial,Salchipapas,30,15.0,337.5,Delivery,Sí,Combo,25,Nublado,21,0,6,10,46,57
2024-05-05,Domingo,5,2024,1,0,Cena,18,22,Hamburguesa Clásica,Hamburguesas,28,12.0,336.0,Delivery,No,Ninguna,0,Nublado,21,0,6,8,63,56
2024-05-05,Domingo,5,2024,1,0,Cena,18,22,Gaseosa,Bebidas,43,4.0,172.0,Web,No,Ninguna,0,Nublado,21,0,6,2,60,53
2024-05-06,Lunes,5,2024,0,0,Desayuno,7,11,Gaseosa,Bebidas,10,4.0,40.0,Presencial,No,Ninguna,0,Nublado,19,0,3,3,57,14
2024-05-06,Lunes,5,2024,0,0,Desayuno,7,11,Salchipapa Especial,Salchipapas,12,15.0,180.0,Presencial,No,Ninguna,0,Nublado,19,0,3,14,30,21
2024-05-06,Lunes,5,2024,0,0,Desayuno,7,11,Sándwich de Pollo,Sándwiches,8,11.0,66.0,Presencial,Sí,Combo,25,Nublado,19,0,3,9,35,30
2024-05-06,Lunes,5,2024,0,0,Desayuno,7,11,Hamburguesa Clásica,Hamburguesas,11,12.0,132.0,Web,No,Ninguna,0,Nublado,19,0,3,13,26,20
2024-05-06,Lunes,5,2024,0,0,Almuerzo,12,16,Gaseosa,Bebidas,32,4.0,128.0,Presencial,No,Ninguna,0,Nublado,19,0,6,2,91,29
2024-05-06,Lunes,5,2024,0,0,Almuerzo,12,16,Salchipapa Especial,Salchipapas,19,15.0,285.0,Presencial,No,Ninguna,0,Nublado,19,0,6,11,26,35
2024-05-06,Lunes,5,2024,0,0,Almuerzo,12,16,Sándwich de Pollo,Sándwiches,14,11.0,154.0,Delivery,No,Ninguna,0,Nublado,19,0,6,8,21,29
2024-05-06,Lunes,5,2024,0,0,Almuerzo,12,16,Alitas BBQ,Pollos,21,20.0,420.0,Presencial,No,Ninguna,0,Nublado,19,0,6,14,47,35
2024-05-06,Lunes,5,2024,0,0,Almuerzo,12,16,Pizza Personal,Pizzas,20,13.0,195.0,Delivery,Sí,Combo,25,Nublado,19,0,6,18,38,43
2024-05-06,Lunes,5,2024,0,0,Cena,18,22,Gaseosa,Bebidas,27,4.0,108.0,Presencial,No,Ninguna,0,Nublado,19,0,5,3,65,44
2024-05-06,Lunes,5,2024,0,0,Cena,18,22,Alitas BBQ,Pollos,19,20.0,380.0,Delivery,No,Ninguna,0,Nublado,19,0,5,20,49,42
2024-05-06,Lunes,5,2024,0,0,Cena,18,22,Jugo Natural,Bebidas,19,6.0,114.0,Presencial,No,Ninguna,0,Nublado,19,0,5,3,75,63
2024-05-06,Lunes,5,2024,0,0,Cena,18,22,Hamburguesa Clásica,Hamburguesas,30,12.0,324.0,Delivery,Sí,Combo,10,Nublado,19,0,5,11,43,46
2024-05-07,Martes,5,2024,0,0,Desayuno,7,11,Jugo Natural,Bebidas,11,6.0,66.0,Presencial,No,Ninguna,0,Nublado,19,0,2,4,42,15
2024-05-07,Martes,5,2024,0,0,Desayuno,7,11,Sándwich de Pollo,Sándwiches,7,11.0,77.0,Presencial,No,Ninguna,0,Nublado,19,0,2,7,39,21
2024-05-07,Martes,5,2024,0,0,Desayuno,7,11,Gaseosa,Bebidas,15,4.0,60.0,Presencial,No,Ninguna,0,Nublado,19,0,2,5,54,11
2024-05-07,Martes,5,2024,0,0,Desayuno,7,11,Hamburguesa Clásica,Hamburguesas,10,12.0,120.0,Presencial,No,Ninguna,0,Nublado,19,0,2,9,37,17
2024-05-07,Martes,5,2024,0,0,Desayuno,7,11,Salchipapa Clásica,Salchipapas,7,10.0,70.0,Presencial,No,Ninguna,0,Nublado,19,0,2,11,18,13
2024-05-07,Martes,5,2024,0,0,Almuerzo,12,16,Cheeseburger,Hamburguesas,14,14.0,196.0,Presencial,No,Ninguna,0,Nublado,19,0,5,12,48,25
2024-05-07,Martes,5,2024,0,0,Almuerzo,12,16,Hamburguesa Clásica,Hamburguesas,31,12.0,372.0,Web,No,Ninguna,0,Nublado,19,0,5,12,38,38
2024-05-07,Martes,5,2024,0,0,Almuerzo,12,16,Salchipapa Clásica,Salchipapas,19,10.0,190.0,Presencial,No,Ninguna,0,Nublado,19,0,5,11,49,32
2024-05-07,Martes,5,2024,0,0,Almuerzo,12,16,Hamburguesa BBQ,Hamburguesas,20,16.0,320.0,Presencial,No,Ninguna,0,Nublado,19,0,5,11,28,42
2024-05-07,Martes,5,2024,0,0,Cena,18,22,Gaseosa,Bebidas,26,4.0,104.0,Delivery,No,Ninguna,0,Nublado,19,0,7,5,80,40
2024-05-07,Martes,5,2024,0,0,Cena,18,22,Pizza Personal,Pizzas,13,13.0,169.0,Presencial,No,Ninguna,0,Nublado,19,0,7,24,32,43
2024-05-07,Martes,5,2024,0,0,Cena,18,22,Salchipapa Clásica,Salchipapas,23,10.0,172.5,Presencial,Sí,2x1,25,Nublado,19,0,7,15,51,45
2024-05-07,Martes,5,2024,0,0,Cena,18,22,Hamburguesa BBQ,Hamburguesas,28,16.0,358.4,Web,Sí,2x1,20,Nublado,19,0,7,9,37,50
2024-05-08,Miércoles,5,2024,0,0,Desayuno,7,11,Jugo Natural,Bebidas,9,6.0,54.0,Presencial,No,Ninguna,0,Soleado,24,0,2,5,57,15
2024-05-08,Miércoles,5,2024,0,0,Desayuno,7,11,Hamburguesa Clásica,Hamburguesas,7,12.0,84.0,Presencial,No,Ninguna,0,Soleado,24,0,2,13,40,24
2024-05-08,Miércoles,5,2024,0,0,Desayuno,7,11,Salchipapa Clásica,Salchipapas,10,10.0,100.0,Presencial,No,Ninguna,0,Soleado,24,0,2,8,40,21
2024-05-08,Miércoles,5,2024,0,0,Almuerzo,12,16,Cheeseburger,Hamburguesas,20,14.0,280.0,Delivery,No,Ninguna,0,Soleado,24,0,6,8,36,37
2024-05-08,Miércoles,5,2024,0,0,Almuerzo,12,16,Pizza Familiar,Pizzas,19,32.0,608.0,Web,No,Ninguna,0,Soleado,24,0,6,16,24,30
2024-05-08,Miércoles,5,2024,0,0,Almuerzo,12,16,Alitas BBQ,Pollos,30,20.0,600.0,Delivery,No,Ninguna,0,Soleado,24,0,6,17,56,45
2024-05-08,Miércoles,5,2024,0,0,Almuerzo,12,16,Hamburguesa Clásica,Hamburguesas,32,12.0,288.0,Web,Sí,Combo,25,Soleado,24,0,6,14,43,40
2024-05-08,Miércoles,5,2024,0,0,Almuerzo,12,16,Salchipapa Especial,Salchipapas,27,15.0,405.0,Presencial,No,Ninguna,0,Soleado,24,0,6,15,34,43
2024-05-08,Miércoles,5,2024,0,0,Cena,18,22,Pizza Familiar,Pizzas,15,32.0,360.0,Delivery,Sí,2x1,25,Soleado,24,0,5,25,22,58
2024-05-08,Miércoles,5,2024,0,0,Cena,18,22,Salchipapa Especial,Salchipapas,29,15.0,391.5,Presencial,Sí,Combo,10,Soleado,24,0,5,10,57,47
2024-05-08,Miércoles,5,2024,0,0,Cena,18,22,Hamburguesa Clásica,Hamburguesas,18,12.0,216.0,Web,No,Ninguna,0,Soleado,24,0,5,13,29,63
2024-05-08,Miércoles,5,2024,0,0,Cena,18,22,Pizza Personal,Pizzas,23,13.0,224.25,Presencial,Sí,2x1,25,Soleado,24,0,5,19,52,56
2024-05-08,Miércoles,5,2024,0,0,Cena,18,22,Hamburguesa BBQ,Hamburguesas,17,16.0,272.0,Delivery,No,Ninguna,0,Soleado,24,0,5,10,22,44
2024-05-09,Jueves,5,2024,0,0,Desayuno,7,11,Gaseosa,Bebidas,15,4.0,60.0,Presencial,No,Ninguna,0,Nublado,23,0,3,3,74,14
2024-05-09,Jueves,5,2024,0,0,Desayuno,7,11,Alitas BBQ,Pollos,12,20.0,240.0,Presencial,No,Ninguna,0,Nublado,23,0,3,15,39,21
2024-05-09,Jueves,5,2024,0,0,Desayuno,7,11,Salchipapa Clásica,Salchipapas,11,10.0,110.0,Presencial,No,Ninguna,0,Nublado,23,0,3,8,40,21
2024-05-09,Jueves,5,2024,0,0,Desayuno,7,11,Jugo Natural,Bebidas,14,6.0,75.6,Presencial,Sí,Descuento,10,Nublado,23,0,3,4,53,18
2024-05-09,Jueves,5,2024,0,0,Almuerzo,12,16,Sándwich de Pollo,Sándwiches,20,11.0,198.0,Presencial,Sí,Descuento,10,Nublado,23,0,5,9,33,40
2024-05-09,Jueves,5,2024,0,0,Almuerzo,12,16,Hamburguesa Clásica,Hamburguesas,28,12.0,302.4,Delivery,Sí,2x1,10,Nublado,23,0,5,12,33,46
2024-05-09,Jueves,5,2024,0,0,Almuerzo,12,16,Pollo Broaster,Pollos,27,18.0,486.0,Presencial,No,Ninguna,0,Nublado,23,0,5,13,42,29
2024-05-09,Jueves,5,2024,0,0,Almuerzo,12,16,Jugo Natural,Bebidas,26,6.0,156.0,Delivery,No,Ninguna,0,Nublado,23,0,5,3,85,30
2024-05-09,Jueves,5,2024,0,0,Cena,18,22,Pollo Broaster,Pollos,31,18.0,558.0,Web,No,Ninguna,0,Nublado,23,0,7,16,55,58
2024-05-09,Jueves,5,2024,0,0,Cena,18,22,Alitas BBQ,Pollos,20,20.0,320.0,Delivery,Sí,Combo,20,Nublado,23,0,7,19,51,55
2024-05-09,Jueves,5,2024,0,0,Cena,18,22,Pizza Familiar,Pizzas,13,32.0,332.8,Presencial,Sí,Descuento,20,Nublado,23,0,7,21,35,59
2024-05-09,Jueves,5,2024,0,0,Cena,18,22,Hamburguesa Clásica,Hamburguesas,26,12.0,312.0,Delivery,No,Ninguna,0,Nublado,23,0,7,9,44,54
2024-05-09,Jueves,5,2024,0,0,Cena,18,22,Jugo Natural,Bebidas,19,6.0,114.0,Presencial,No,Ninguna,0,Nublado,23,0,7,2,40,57
2024-05-10,Viernes,5,2024,0,0,Desayuno,7,11,Sándwich de Pollo,Sándwiches,13,11.0,143.0,Presencial,No,Ninguna,0,Lluvioso,21,1,2,7,43,37
2024-05-10,Viernes,5,2024,0,0,Desayuno,7,11,Gaseosa,Bebidas,19,4.0,76.0,Presencial,No,Ninguna,0,Lluvioso,21,1,2,4,62,26
2024-05-10,Viernes,5,2024,0,0,Desayuno,7,11,Cheeseburger,Hamburguesas,15,14.0,210.0,Presencial,No,Ninguna,0,Lluvioso,21,1,2,9,39,42
2024-05-10,Viernes,5,2024,0,0,Almuerzo,12,16,Alitas BBQ,Pollos,30,20.0,600.0,Presencial,No,Ninguna,0,Lluvioso,21,1,7,14,57,50
2024-05-10,Viernes,5,2024,0,0,Almuerzo,12,16,Sándwich de Pollo,Sándwiches,22,11.0,242.0,Presencial,No,Ninguna,0,Lluvioso,21,1,7,6,36,35
2024-05-10,Viernes,5,2024,0,0,Almuerzo,12,16,Gaseosa,Bebidas,44,4.0,176.0,Presencial,No,Ninguna,0,Lluvioso,21,1,7,5,66,64
2024-05-10,Viernes,5,2024,0,0,Almuerzo,12,16,Hamburguesa Clásica,Hamburguesas,31,12.0,372.0,Delivery,No,Ninguna,0,Lluvioso,21,1,7,14,66,36
2024-05-10,Viernes,5,2024,0,0,Cena,18,22,Pizza Personal,Pizzas,24,13.0,280.8,Delivery,Sí,Combo,10,Lluvioso,21,1,8,24,38,64
2024-05-10,Viernes,5,2024,0,0,Cena,18,22,Salchipapa Especial,Salchipapas,27,15.0,405.0,Web,No,Ninguna,0,Lluvioso,21,1,8,15,52,76
2024-05-10,Viernes,5,2024,0,0,Cena,18,22,Hamburguesa Clásica,Hamburguesas,29,12.0,348.0,Delivery,No,Ninguna,0,Lluvioso,21,1,8,11,46,55
2024-05-10,Viernes,5,2024,0,0,Cena,18,22,Gaseosa,Bebidas,31,4.0,124.0,Delivery,No,Ninguna,0,Lluvioso,21,1,8,2,77,77
2024-05-10,Viernes,5,2024,0,0,Cena,18,22,Alitas BBQ,Pollos,21,20.0,420.0,Delivery,No,Ninguna,0,Lluvioso,21,1,8,14,32,61
2024-05-11,Sábado,5,2024,1,0,Desayuno,7,11,Gaseosa,Bebidas,17,4.0,68.0,Delivery,No,Ninguna,0,Nublado,22,0,2,2,64,23
2024-05-11,Sábado,5,2024,1,0,Desayuno,7,11,Cheeseburger,Hamburguesas,11,14.0,154.0,Presencial,No,Ninguna,0,Nublado,22,0,2,14,37,19
2024-05-11,Sábado,5,2024,1,0,Desayuno,7,11,Alitas BBQ,Pollos,14,20.0,280.0,Delivery,No,Ninguna,0,Nublado,22,0,2,20,38,23
2024-05-11,Sábado,5,2024,1,0,Desayuno,7,11,Pizza Familiar,Pizzas,6,32.0,192.0,Delivery,No,Ninguna,0,Nublado,22,0,2,15,34,29
2024-05-11,Sábado,5,2024,1,0,Desayuno,7,11,Jugo Natural,Bebidas,15,6.0,90.0,Presencial,No,Ninguna,0,Nublado,22,0,2,3,40,28
2024-05-11,Sábado,5,2024,1,0,Almuerzo,12,16,Gaseosa,Bebidas,54,4.0,216.0,Presencial,No,Ninguna,0,Nublado,22,0,8,2,95,33
2024-05-11,Sábado,5,2024,1,0,Almuerzo,12,16,Sándwich de Pollo,Sándwiches,25,11.0,275.0,Presencial,No,Ninguna,0,Nublado,22,0,8,10,42,49
2024-05-11,Sábado,5,2024,1,0,Almuerzo,12,16,Salchipapa Especial,Salchipapas,52,15.0,702.0,Delivery,Sí,2x1,10,Nublado,22,0,8,14,74,43
2024-05-11,Sábado,5,2024,1,0,Almuerzo,12,16,Hamburguesa BBQ,Hamburguesas,11,16.0,176.0,Delivery,No,Ninguna,0,Nublado,22,0,8,13,45,36
2024-05-11,Sábado,5,2024,1,0,Almuerzo,12,16,Jugo Natural,Bebidas,31,6.0,186.0,Presencial,No,Ninguna,0,Nublado,22,0,8,2,62,49
2024-05-11,Sábado,5,2024,1,0,Cena,18,22,Pizza Familiar,Pizzas,18,32.0,576.0,Delivery,No,Ninguna,0,Nublado,22,0,5,21,34,71
2024-05-11,Sábado,5,2024,1,0,Cena,18,22,Gaseosa,Bebidas,50,4.0,150.0,Presencial,Sí,Descuento,25,Nublado,22,0,5,4,104,58
2024-05-11,Sábado,5,2024,1,0,Cena,18,22,Hamburguesa BBQ,Hamburguesas,30,16.0,480.0,Delivery,No,Ninguna,0,Nublado,22,0,5,10,49,62
2024-05-11,Sábado,5,2024,1,0,Cena,18,22,Salchipapa Especial,Salchipapas,26,15.0,390.0,Delivery,No,Ninguna,0,Nublado,22,0,5,14,35,48
2024-05-11,Sábado,5,2024,1,0,Cena,18,22,Hamburguesa Clásica,Hamburguesas,27,12.0,275.4,Delivery,Sí,Descuento,15,Nublado,22,0,5,12,62,71
2024-05-11,Sábado,5,2024,1,0,Cena,18,22,Pizza Personal,Pizzas,21,13.0,273.0,Delivery,No,Ninguna,0,Nublado,22,0,5,24,27,53
2024-05-12,Domingo,5,2024,1,0,Desayuno,7,11,Jugo Natural,Bebidas,15,6.0,81.0,Web,Sí,Combo,10,Lluvioso,17,1,2,3,75,49
2024-05-12,Domingo,5,2024,1,0,Desayuno,7,11,Sándwich de Pollo,Sándwiches,13,11.0,143.0,Delivery,No,Ninguna,0,Lluvioso,17,1,2,7,19,37
