fecha,dia_semana,mes,anio,es_fin_semana,es_feriado,franja_horaria,hora_inicio,hora_fin,total_pedidos_franja,total_venta_franja,producto_lider,categoria_lider,canal_predominante,promocion_activa,clima,temperatura,lluvia,porcentaje_delivery,personal_disponible,nivel_demanda
2024-05-03,Viernes,5,2024,0,0,Desayuno,7,11,73,604.0,Gaseosa,Bebidas,Presencial,No,Soleado,27.0,0,21.0,4,Baja demanda
2024-05-04,Sábado,5,2024,1,0,Almuerzo,12,16,144,2496.8,Pollo Broaster,Pollos,Delivery,Sí,Nublado,21.0,0,40.2,7,Alta demanda
2024-05-04,Sábado,5,2024,1,0,Cena,18,22,158,2036.0,Gaseosa,Bebidas,Delivery,No,Nublado,21.0,0,61.2,6,Alta demanda
2024-05-04,Sábado,5,2024,1,0,Desayuno,7,11,67,463.6,Gaseosa,Bebidas,Presencial,Sí,Nublado,21.0,0,25.2,5,Baja demanda
2024-05-05,Domingo,5,2024,1,0,Almuerzo,12,16,124,1788.25,Salchipapa Especial,Salchipapas,Delivery,Sí,Nublado,21.0,0,46.6,7,Alta demanda
2024-05-05,Domingo,5,2024,1,0,Cena,18,22,101,845.5,Gaseosa,Bebidas,Delivery,Sí,Nublado,21.0,0,55.3,6,Demanda moderada
2024-05-05,Domingo,5,2024,1,0,Desayuno,7,11,51,644.0,Hamburguesa Clásica,Hamburguesas,Presencial,No,Nublado,21.0,0,25.2,5,Baja demanda
2024-05-06,Lunes,5,2024,0,0,Almuerzo,12,16,106,1182.0,Gaseosa,Bebidas,Presencial,Sí,Nublado,19.0,0,34.2,6,Demanda moderada
2024-05-06,Lunes,5,2024,0,0,Cena,18,22,95,926.0,Hamburguesa Clásica,Hamburguesas,Presencial,Sí,Nublado,19.0,0,48.8,5,Demanda moderada
2024-05-06,Lunes,5,2024,0,0,Desayuno,7,11,41,418.0,Salchipapa Especial,Salchipapas,Presencial,Sí,Nublado,19.0,0,21.2,3,Baja demanda
2024-05-07,Martes,5,2024,0,0,Almuerzo,12,16,84,1078.0,Hamburguesa Clásica,Hamburguesas,Presencial,No,Nublado,19.0,0,34.2,5,Demanda moderada
2024-05-07,Martes,5,2024,0,0,Cena,18,22,90,803.9,Hamburguesa BBQ,Hamburguesas,Presencial,Sí,Nublado,19.0,0,44.5,7,Demanda moderada
2024-05-07,Martes,5,2024,0,0,Desayuno,7,11,50,393.0,Gaseosa,Bebidas,Presencial,No,Nublado,19.0,0,15.4,2,Baja demanda
2024-05-08,Miércoles,5,2024,0,0,Almuerzo,12,16,128,2181.0,Hamburguesa Clásica,Hamburguesas,Delivery,Sí,Soleado,24.0,0,39.0,6,Alta demanda
2024-05-08,Miércoles,5,2024,0,0,Cena,18,22,102,1463.75,Salchipapa Especial,Salchipapas,Delivery,Sí,Soleado,24.0,0,53.6,5,Demanda moderada
2024-05-08,Miércoles,5,2024,0,0,Desayuno,7,11,26,238.0,Salchipapa Clásica,Salchipapas,Presencial,No,Soleado,24.0,0,20.0,2,Baja demanda
2024-05-09,Jueves,5,2024,0,0,Almuerzo,12,16,101,1142.4,Hamburguesa Clásica,Hamburguesas,Presencial,Sí,Nublado,23.0,0,36.2,5,Demanda moderada
2024-05-09,Jueves,5,2024,0,0,Cena,18,22,109,1636.8,Pollo Broaster,Pollos,Delivery,Sí,Nublado,23.0,0,56.6,7,Demanda moderada
2024-05-09,Jueves,5,2024,0,0,Desayuno,7,11,52,485.6,Gaseosa,Bebidas,Presencial,Sí,Nublado,23.0,0,18.5,3,Baja demanda
2024-05-10,Viernes,5,2024,0,0,Almuerzo,12,16,127,1390.0,Gaseosa,Bebidas,Presencial,No,Lluvioso,21.0,1,46.2,7,Alta demanda
2024-05-10,Viernes,5,2024,0,0,Cena,18,22,132,1577.8,Gaseosa,Bebidas,Delivery,Sí,Lluvioso,21.0,1,66.6,8,Alta demanda
2024-05-10,Viernes,5,2024,0,0,Desayuno,7,11,47,429.0,Gaseosa,Bebidas,Presencial,No,Lluvioso,21.0,1,35.0,2,Baja demanda
2024-05-11,Sábado,5,2024,1,0,Almuerzo,12,16,173,1555.0,Gaseosa,Bebidas,Presencial,Sí,Nublado,22.0,0,42.0,8,Alta demanda
2024-05-11,Sábado,5,2024,1,0,Cena,18,22,172,2144.4,Gaseosa,Bebidas,Delivery,Sí,Nublado,22.0,0,60.5,5,Alta demanda
2024-05-11,Sábado,5,2024,1,0,Desayuno,7,11,63,784.0,Gaseosa,Bebidas,Delivery,No,Nublado,22.0,0,24.4,2,Baja demanda
2024-05-12,Domingo,5,2024,1,0,Almuerzo,12,16,198,2435.0,Pollo Broaster,Pollos,Delivery,No,Lluvioso,17.0,1,58.8,6,Demanda crítica
2024-05-12,Domingo,5,2024,1,0,Cena,18,22,75,1208.0,Hamburguesa Clásica,Hamburguesas,Delivery,Sí,Lluvioso,17.0,1,70.7,9,Baja demanda
2024-05-12,Domingo,5,2024,1,0,Desayuno,7,11,79,734.4,Gaseosa,Bebidas,Delivery,Sí,Lluvioso,17.0,1,41.5,2,Baja demanda
2024-05-13,Lunes,5,2024,0,0,Almuerzo,12,16,158,1746.4,Gaseosa,Bebidas,Presencial,Sí,Nublado,23.0,0,31.8,4,Alta demanda
2024-05-13,Lunes,5,2024,0,0,Cena,18,22,103,1209.25,Gaseosa,Bebidas,Delivery,Sí,Nublado,23.0,0,52.6,8,Demanda moderada
2024-05-13,Lunes,5,2024,0,0,Desayuno,7,11,55,497.0,Gaseosa,Bebidas,Presencial,No,Nublado,23.0,0,20.7,3,Baja demanda
2024-05-14,Martes,5,2024,0,0,Almuerzo,12,16,129,1310.2,Gaseosa,Bebidas,Delivery,Sí,Soleado,26.0,0,36.6,4,Alta demanda
2024-05-14,Martes,5,2024,0,0,Cena,18,22,127,1447.0,Gaseosa,Bebidas,Presencial,Sí,Soleado,26.0,0,52.2,5,Alta demanda
2024-05-14,Martes,5,2024,0,0,Desayuno,7,11,59,591.0,Gaseosa,Bebidas,Presencial,No,Soleado,26.0,0,16.0,4,Baja demanda
2024-05-15,Miércoles,5,2024,0,0,Almuerzo,12,16,151,1732.0,Gaseosa,Bebidas,Presencial,Sí,Soleado,26.0,0,37.0,5,Alta demanda
2024-05-15,Miércoles,5,2024,0,0,Cena,18,22,115,970.5,Gaseosa,Bebidas,Delivery,Sí,Soleado,26.0,0,47.8,6,Demanda moderada
2024-05-15,Miércoles,5,2024,0,0,Desayuno,7,11,64,489.8,Gaseosa,Bebidas,Presencial,Sí,Soleado,26.0,0,18.6,4,Baja demanda
2024-05-16,Jueves,5,2024,0,0,Almuerzo,12,16,141,1521.6,Pollo Broaster,Pollos,Presencial,Sí,Nublado,18.0,0,35.2,6,Alta demanda
2024-05-16,Jueves,5,2024,0,0,Cena,18,22,125,1640.8,Pollo Broaster,Pollos,Delivery,Sí,Nublado,18.0,0,52.4,8,Alta demanda
2024-05-16,Jueves,5,2024,0,0,Desayuno,7,11,33,382.0,Hamburguesa Clásica,Hamburguesas,Presencial,No,Nublado,18.0,0,17.8,3,Baja demanda
2024-05-17,Viernes,5,2024,0,0,Almuerzo,12,16,152,2390.0,Pollo Broaster,Pollos,Web,No,Soleado,31.0,0,34.4,4,Alta demanda
2024-05-17,Viernes,5,2024,0,0,Cena,18,22,100,1360.0,Salchipapa Clásica,Salchipapas,Web,No,Soleado,31.0,0,54.5,8,Demanda moderada
2024-05-17,Viernes,5,2024,0,0,Desayuno,7,11,47,513.0,Hamburguesa Clásica,Hamburguesas,Presencial,No,Soleado,31.0,0,13.8,2,Baja demanda
2024-05-18,Sábado,5,2024,1,0,Almuerzo,12,16,113,1726.0,Gaseosa,Bebidas,Presencial,No,Nublado,18.0,0,41.8,5,Demanda moderada
2024-05-18,Sábado,5,2024,1,0,Cena,18,22,166,2450.5,Hamburguesa Clásica,Hamburguesas,Delivery,Sí,Nublado,18.0,0,60.0,4,Alta demanda
2024-05-18,Sábado,5,2024,1,0,Desayuno,7,11,44,365.6,Gaseosa,Bebidas,Presencial,Sí,Nublado,18.0,0,26.0,2,Baja demanda
2024-05-19,Domingo,5,2024,1,0,Almuerzo,12,16,195,2342.8,Pollo Broaster,Pollos,Web,Sí,Soleado,29.0,0,43.8,5,Demanda crítica
2024-05-19,Domingo,5,2024,1,0,Cena,18,22,159,1861.0,Gaseosa,Bebidas,Delivery,Sí,Soleado,29.0,0,64.3,7,Alta demanda
2024-05-19,Domingo,5,2024,1,0,Desayuno,7,11,78,552.0,Gaseosa,Bebidas,Presencial,Sí,Soleado,29.0,0,30.0,4,Baja demanda
2024-05-20,Lunes,5,2024,0,0,Almuerzo,12,16,83,1174.8,Salchipapa Especial,Salchipapas,Presencial,Sí,Nublado,21.0,0,41.0,5,Demanda moderada
2024-05-20,Lunes,5,2024,0,0,Cena,18,22,123,1657.8,Gaseosa,Bebidas,Web,Sí,Nublado,21.0,0,57.0,4,Alta demanda
2024-05-20,Lunes,5,2024,0,0,Desayuno,7,11,52,508.6,Jugo Natural,Bebidas,Presencial,Sí,Nublado,21.0,0,18.5,3,Baja demanda
2024-05-21,Martes,5,2024,0,0,Almuerzo,12,16,85,1070.0,Pollo Broaster,Pollos,Delivery,No,Nublado,18.0,0,33.7,4,Demanda moderada
2024-05-21,Martes,5,2024,0,0,Cena,18,22,97,1133.4,Gaseosa,Bebidas,Delivery,Sí,Nublado,18.0,0,58.6,4,Demanda moderada
2024-05-21,Martes,5,2024,0,0,Desayuno,7,11,48,376.0,Gaseosa,Bebidas,Presencial,No,Nublado,18.0,0,15.8,4,Baja demanda
2024-05-22,Miércoles,5,2024,0,0,Almuerzo,12,16,98,1004.8,Gaseosa,Bebidas,Presencial,Sí,Nublado,19.0,0,36.7,7,Demanda moderada
2024-05-22,Miércoles,5,2024,0,0,Cena,18,22,86,912.4,Hamburguesa Clásica,Hamburguesas,Web,Sí,Nublado,19.0,0,53.8,8,Demanda moderada
2024-05-22,Miércoles,5,2024,0,0,Desayuno,7,11,24,304.0,Hamburguesa Clásica,Hamburguesas,Presencial,No,Nublado,19.0,0,14.7,2,Baja demanda
2024-05-23,Jueves,5,2024,0,0,Almuerzo,12,16,120,1825.0,Pollo Broaster,Pollos,Presencial,No,Nublado,22.0,0,31.5,4,Alta demanda
2024-05-23,Jueves,5,2024,0,0,Cena,18,22,63,1303.0,Alitas BBQ,Pollos,Delivery,Sí,Nublado,22.0,0,54.7,7,Baja demanda
2024-05-23,Jueves,5,2024,0,0,Desayuno,7,11,30,243.3,Jugo Natural,Bebidas,Presencial,Sí,Nublado,22.0,0,18.0,2,Baja demanda
2024-05-24,Viernes,5,2024,0,0,Almuerzo,12,16,105,765.0,Gaseosa,Bebidas,Presencial,No,Nublado,22.0,0,31.2,7,Demanda moderada
2024-05-24,Viernes,5,2024,0,0,Cena,18,22,123,1779.0,Gaseosa,Bebidas,Web,No,Nublado,22.0,0,57.6,8,Alta demanda
2024-05-24,Viernes,5,2024,0,0,Desayuno,7,11,60,563.0,Gaseosa,Bebidas,Presencial,No,Nublado,22.0,0,17.0,4,Baja demanda
2024-05-25,Sábado,5,2024,1,0,Almuerzo,12,16,133,1472.0,Gaseosa,Bebidas,Presencial,Sí,Nublado,20.0,0,40.0,7,Alta demanda
2024-05-25,Sábado,5,2024,1,0,Cena,18,22,111,1680.0,Pollo Broaster,Pollos,Presencial,No,Nublado,20.0,0,61.0,9,Demanda moderada
2024-05-25,Sábado,5,2024,1,0,Desayuno,7,11,91,783.6,Gaseosa,Bebidas,Presencial,Sí,Nublado,20.0,0,23.8,3,Demanda moderada
2024-05-26,Domingo,5,2024,1,0,Almuerzo,12,16,106,1653.0,Pollo Broaster,Pollos,Delivery,No,Nublado,19.0,0,39.8,4,Demanda moderada
2024-05-26,Domingo,5,2024,1,0,Cena,18,22,162,2473.0,Salchipapa Especial,Salchipapas,Presencial,Sí,Nublado,19.0,0,60.2,6,Alta demanda
2024-05-26,Domingo,5,2024,1,0,Desayuno,7,11,83,862.2,Gaseosa,Bebidas,Presencial,Sí,Nublado,19.0,0,22.2,2,Demanda moderada
2024-05-27,Lunes,5,2024,0,0,Almuerzo,12,16,106,1076.0,Gaseosa,Bebidas,Presencial,No,Nublado,19.0,0,32.6,4,Demanda moderada
2024-05-27,Lunes,5,2024,0,0,Cena,18,22,85,1277.0,Salchipapa Especial,Salchipapas,Presencial,Sí,Nublado,19.0,0,51.2,4,Demanda moderada
2024-05-27,Lunes,5,2024,0,0,Desayuno,7,11,39,338.0,Gaseosa,Bebidas,Presencial,No,Nublado,19.0,0,16.4,4,Baja demanda
2024-05-28,Martes,5,2024,0,0,Almuerzo,12,16,161,2063.0,Gaseosa,Bebidas,Delivery,Sí,Nublado,18.0,0,35.5,5,Alta demanda
2024-05-28,Martes,5,2024,0,0,Cena,18,22,124,2166.0,Pollo Broaster,Pollos,Web,No,Nublado,18.0,0,52.3,5,Alta demanda
2024-05-28,Martes,5,2024,0,0,Desayuno,7,11,47,606.0,Gaseosa,Bebidas,Presencial,No,Nublado,18.0,0,18.6,3,Baja demanda
2024-05-29,Miércoles,5,2024,0,0,Almuerzo,12,16,130,1449.0,Gaseosa,Bebidas,Presencial,No,Nublado,19.0,0,38.6,4,Alta demanda
2024-05-29,Miércoles,5,2024,0,0,Cena,18,22,127,1483.0,Gaseosa,Bebidas,Delivery,No,Nublado,19.0,0,57.6,5,Alta demanda
2024-05-29,Miércoles,5,2024,0,0,Desayuno,7,11,44,279.2,Gaseosa,Bebidas,Presencial,Sí,Nublado,19.0,0,14.8,2,Baja demanda
2024-05-30,Jueves,5,2024,0,0,Almuerzo,12,16,57,667.0,Hamburguesa Clásica,Hamburguesas,Delivery,No,Nublado,22.0,0,33.7,4,Baja demanda
2024-05-30,Jueves,5,2024,0,0,Cena,18,22,127,1376.0,Gaseosa,Bebidas,Delivery,Sí,Nublado,22.0,0,50.4,4,Alta demanda
2024-05-30,Jueves,5,2024,0,0,Desayuno,7,11,32,184.0,Gaseosa,Bebidas,Presencial,No,Nublado,22.0,0,13.3,3,Baja demanda
2024-05-31,Viernes,5,2024,0,0,Almuerzo,12,16,191,2932.0,Hamburguesa Clásica,Hamburguesas,Delivery,Sí,Lluvioso,19.0,1,51.8,7,Demanda crítica
2024-05-31,Viernes,5,2024,0,0,Cena,18,22,104,1655.0,Pollo Broaster,Pollos,Delivery,No,Lluvioso,19.0,1,61.2,8,Demanda moderada
2024-05-31,Viernes,5,2024,0,0,Desayuno,7,11,63,604.0,Gaseosa,Bebidas,Presencial,Sí,Lluvioso,19.0,1,34.8,2,Baja demanda
2024-06-01,Sábado,6,2024,1,0,Almuerzo,12,16,81,954.0,Salchipapa Clásica,Salchipapas,Delivery,No,Soleado,30.0,0,43.3,6,Demanda moderada
2024-06-01,Sábado,6,2024,1,0,Cena,18,22,163,2152.4,Salchipapa Especial,Salchipapas,Presencial,Sí,Soleado,30.0,0,60.8,4,Alta demanda
2024-06-01,Sábado,6,2024,1,0,Desayuno,7,11,75,603.8,Gaseosa,Bebidas,Presencial,Sí,Soleado,30.0,0,31.0,4,Baja demanda
2024-06-02,Domingo,6,2024,1,0,Almuerzo,12,16,151,1778.0,Gaseosa,Bebidas,Delivery,No,Soleado,30.0,0,40.8,7,Alta demanda
2024-06-02,Domingo,6,2024,1,0,Cena,18,22,119,1621.5,Salchipapa Especial,Salchipapas,Presencial,Sí,Soleado,30.0,0,53.4,5,Demanda moderada
2024-06-02,Domingo,6,2024,1,0,Desayuno,7,11,76,825.9,Pollo Broaster,Pollos,Presencial,Sí,Soleado,30.0,0,25.6,3,Baja demanda
2024-06-03,Lunes,6,2024,0,0,Almuerzo,12,16,83,1126.0,Gaseosa,Bebidas,Presencial,No,Lluvioso,18.0,1,48.2,5,Demanda moderada
2024-06-03,Lunes,6,2024,0,0,Cena,18,22,104,1905.0,Pollo Broaster,Pollos,Delivery,Sí,Lluvioso,18.0,1,64.2,7,Demanda moderada
2024-06-03,Lunes,6,2024,0,0,Desayuno,7,11,43,380.0,Gaseosa,Bebidas,Delivery,No,Lluvioso,18.0,1,36.2,2,Baja demanda
2024-06-04,Martes,6,2024,0,0,Almuerzo,12,16,102,1366.0,Pollo Broaster,Pollos,Presencial,No,Nublado,21.0,0,33.2,7,Demanda moderada
2024-06-04,Martes,6,2024,0,0,Cena,18,22,118,1842.8,Pollo Broaster,Pollos,Presencial,Sí,Nublado,21.0,0,52.5,6,Demanda moderada
2024-06-04,Martes,6,2024,0,0,Desayuno,7,11,28,206.0,Gaseosa,Bebidas,Presencial,No,Nublado,21.0,0,15.7,2,Baja demanda
2024-06-05,Miércoles,6,2024,0,0,Almuerzo,12,16,107,1144.5,Gaseosa,Bebidas,Delivery,Sí,Lluvioso,22.0,1,43.2,5,Demanda moderada
2024-06-05,Miércoles,6,2024,0,0,Cena,18,22,98,1397.0,Salchipapa Especial,Salchipapas,Web,No,Lluvioso,22.0,1,64.2,8,Demanda moderada
2024-06-05,Miércoles,6,2024,0,0,Desayuno,7,11,60,581.5,Gaseosa,Bebidas,Presencial,Sí,Lluvioso,22.0,1,28.8,4,Baja demanda
2024-06-06,Jueves,6,2024,0,0,Almuerzo,12,16,140,1331.0,Gaseosa,Bebidas,Delivery,Sí,Lluvioso,20.0,1,49.2,5,Alta demanda
2024-06-06,Jueves,6,2024,0,0,Cena,18,22,110,1838.0,Salchipapa Especial,Salchipapas,Delivery,Sí,Lluvioso,20.0,1,72.8,5,Demanda moderada
2024-06-06,Jueves,6,2024,0,0,Desayuno,7,11,80,808.0,Gaseosa,Bebidas,Presencial,No,Lluvioso,20.0,1,29.5,4,Demanda moderada
2024-06-07,Viernes,6,2024,0,0,Almuerzo,12,16,159,1430.0,Gaseosa,Bebidas,Delivery,No,Nublado,20.0,0,36.2,5,Alta demanda
2024-06-07,Viernes,6,2024,0,0,Cena,18,22,138,1348.0,Gaseosa,Bebidas,Web,No,Nublado,20.0,0,52.0,8,Alta demanda
2024-06-07,Viernes,6,2024,0,0,Desayuno,7,11,57,491.0,Gaseosa,Bebidas,Presencial,No,Nublado,20.0,0,19.0,2,Baja demanda
2024-06-08,Sábado,6,2024,1,0,Almuerzo,12,16,145,2033.1,Pollo Broaster,Pollos,Web,Sí,Lluvioso,17.0,1,65.0,7,Alta demanda
2024-06-08,Sábado,6,2024,1,0,Cena,18,22,155,2326.0,Alitas BBQ,Pollos,Delivery,Sí,Lluvioso,17.0,1,72.4,7,Alta demanda
2024-06-08,Sábado,6,2024,1,0,Desayuno,7,11,63,639.35,Gaseosa,Bebidas,Presencial,Sí,Lluvioso,17.0,1,37.0,4,Baja demanda
2024-06-09,Domingo,6,2024,1,0,Almuerzo,12,16,230,2350.4,Gaseosa,Bebidas,Web,Sí,Lluvioso,20.0,1,59.0,5,Demanda crítica
2024-06-09,Domingo,6,2024,1,0,Cena,18,22,180,2403.6,Gaseosa,Bebidas,Delivery,Sí,Lluvioso,20.0,1,76.2,7,Demanda crítica
2024-06-09,Domingo,6,2024,1,0,Desayuno,7,11,46,304.4,Gaseosa,Bebidas,Delivery,Sí,Lluvioso,20.0,1,38.3,2,Baja demanda
2024-06-10,Lunes,6,2024,0,0,Almuerzo,12,16,109,1198.0,Gaseosa,Bebidas,Presencial,No,Nublado,20.0,0,32.2,7,Demanda moderada
2024-06-10,Lunes,6,2024,0,0,Cena,18,22,95,1277.2,Hamburguesa Clásica,Hamburguesas,Presencial,Sí,Nublado,20.0,0,54.0,4,Demanda moderada
2024-06-10,Lunes,6,2024,0,0,Desayuno,7,11,49,370.0,Gaseosa,Bebidas,Presencial,Sí,Nublado,20.0,0,19.4,2,Baja demanda
2024-06-11,Martes,6,2024,0,0,Almuerzo,12,16,109,2036.0,Pollo Broaster,Pollos,Delivery,No,Nublado,21.0,0,30.5,4,Demanda moderada
2024-06-11,Martes,6,2024,0,0,Cena,18,22,75,1516.0,Pollo Broaster,Pollos,Delivery,No,Nublado,21.0,0,54.8,7,Baja demanda
2024-06-11,Martes,6,2024,0,0,Desayuno,7,11,47,362.0,Jugo Natural,Bebidas,Presencial,Sí,Nublado,21.0,0,20.4,2,Baja demanda
2024-06-12,Miércoles,6,2024,0,0,Almuerzo,12,16,64,1035.0,Salchipapa Especial,Salchipapas,Presencial,No,Lluvioso,16.0,1,47.7,6,Baja demanda
2024-06-12,Miércoles,6,2024,0,0,Cena,18,22,129,1944.0,Gaseosa,Bebidas,Delivery,No,Lluvioso,16.0,1,74.2,6,Alta demanda
2024-06-12,Miércoles,6,2024,0,0,Desayuno,7,11,44,485.2,Pollo Broaster,Pollos,Presencial,Sí,Lluvioso,16.0,1,36.0,3,Baja demanda
2024-06-13,Jueves,6,2024,0,0,Almuerzo,12,16,113,1044.25,Hamburguesa Clásica,Hamburguesas,Presencial,Sí,Soleado,25.0,0,32.8,6,Demanda moderada
2024-06-13,Jueves,6,2024,0,0,Cena,18,22,83,1129.0,Hamburguesa Clásica,Hamburguesas,Web,No,Soleado,25.0,0,48.2,4,Demanda moderada
2024-06-13,Jueves,6,2024,0,0,Desayuno,7,11,50,355.0,Gaseosa,Bebidas,Presencial,No,Soleado,25.0,0,20.2,4,Baja demanda
2024-06-14,Viernes,6,2024,0,0,Almuerzo,12,16,158,1844.4,Gaseosa,Bebidas,Presencial,Sí,Nublado,18.0,0,37.2,4,Alta demanda
2024-06-14,Viernes,6,2024,0,0,Cena,18,22,69,636.0,Gaseosa,Bebidas,Presencial,No,Nublado,18.0,0,52.3,6,Baja demanda
2024-06-14,Viernes,6,2024,0,0,Desayuno,7,11,82,884.0,Gaseosa,Bebidas,Presencial,No,Nublado,18.0,0,16.8,2,Demanda moderada
2024-06-15,Sábado,6,2024,1,0,Almuerzo,12,16,160,1991.0,Pollo Broaster,Pollos,Delivery,Sí,Nublado,23.0,0,47.2,5,Alta demanda
2024-06-15,Sábado,6,2024,1,0,Cena,18,22,158,2054.0,Gaseosa,Bebidas,Delivery,Sí,Nublado,23.0,0,64.0,5,Alta demanda
2024-06-15,Sábado,6,2024,1,0,Desayuno,7,11,49,314.3,Gaseosa,Bebidas,Presencial,Sí,Nublado,23.0,0,26.3,2,Baja demanda
2024-06-16,Domingo,6,2024,1,0,Almuerzo,12,16,115,1683.0,Pollo Broaster,Pollos,Delivery,No,Nublado,22.0,0,38.0,4,Demanda moderada
2024-06-16,Domingo,6,2024,1,0,Cena,18,22,128,1708.6,Pollo Broaster,Pollos,Delivery,Sí,Nublado,22.0,0,62.2,4,Alta demanda
2024-06-16,Domingo,6,2024,1,0,Desayuno,7,11,64,783.15,Salchipapa Especial,Salchipapas,Delivery,Sí,Nublado,22.0,0,23.4,4,Baja demanda
2024-06-17,Lunes,6,2024,0,0,Almuerzo,12,16,114,1249.6,Gaseosa,Bebidas,Delivery,Sí,Nublado,20.0,0,40.8,6,Demanda moderada
2024-06-17,Lunes,6,2024,0,0,Cena,18,22,70,1147.0,Hamburguesa Clásica,Hamburguesas,Web,No,Nublado,20.0,0,56.0,7,Baja demanda
2024-06-17,Lunes,6,2024,0,0,Desayuno,7,11,43,450.0,Hamburguesa Clásica,Hamburguesas,Presencial,No,Nublado,20.0,0,17.6,3,Baja demanda
2024-06-18,Martes,6,2024,0,0,Almuerzo,12,16,139,1689.2,Gaseosa,Bebidas,Presencial,Sí,Soleado,27.0,0,41.2,5,Alta demanda
2024-06-18,Martes,6,2024,0,0,Cena,18,22,81,1270.0,Gaseosa,Bebidas,Presencial,No,Soleado,27.0,0,48.8,7,Demanda moderada
2024-06-18,Martes,6,2024,0,0,Desayuno,7,11,49,615.0,Salchipapa Especial,Salchipapas,Presencial,Sí,Soleado,27.0,0,20.2,2,Baja demanda
2024-06-19,Miércoles,6,2024,0,0,Almuerzo,12,16,109,1410.25,Gaseosa,Bebidas,Presencial,Sí,Nublado,21.0,0,33.8,6,Demanda moderada
2024-06-19,Miércoles,6,2024,0,0,Cena,18,22,71,1315.0,Pollo Broaster,Pollos,Delivery,No,Nublado,21.0,0,54.2,5,Baja demanda
2024-06-19,Miércoles,6,2024,0,0,Desayuno,7,11,42,372.0,Gaseosa,Bebidas,Delivery,No,Nublado,21.0,0,13.7,2,Baja demanda
2024-06-20,Jueves,6,2024,0,0,Almuerzo,12,16,65,816.0,Cheeseburger,Hamburguesas,Delivery,No,Lluvioso,18.0,1,49.3,7,Baja demanda
2024-06-20,Jueves,6,2024,0,0,Cena,18,22,71,1228.0,Pollo Broaster,Pollos,Delivery,No,Lluvioso,18.0,1,62.0,8,Baja demanda
2024-06-20,Jueves,6,2024,0,0,Desayuno,7,11,40,629.0,Pollo Broaster,Pollos,Presencial,No,Lluvioso,18.0,1,33.8,3,Baja demanda
2024-06-21,Viernes,6,2024,0,0,Almuerzo,12,16,85,1119.0,Salchipapa Especial,Salchipapas,Presencial,No,Soleado,31.0,0,31.7,5,Demanda moderada
2024-06-21,Viernes,6,2024,0,0,Cena,18,22,86,1024.0,Gaseosa,Bebidas,Delivery,Sí,Soleado,31.0,0,48.0,7,Demanda moderada
2024-06-21,Viernes,6,2024,0,0,Desayuno,7,11,73,694.0,Gaseosa,Bebidas,Presencial,No,Soleado,31.0,0,17.5,2,Baja demanda
2024-06-22,Sábado,6,2024,1,0,Almuerzo,12,16,178,1983.0,Salchipapa Especial,Salchipapas,Presencial,No,Nublado,20.0,0,38.7,8,Alta demanda
2024-06-22,Sábado,6,2024,1,0,Cena,18,22,137,1912.0,Alitas BBQ,Pollos,Delivery,Sí,Nublado,20.0,0,61.8,5,Alta demanda
2024-06-22,Sábado,6,2024,1,0,Desayuno,7,11,43,280.0,Gaseosa,Bebidas,Presencial,No,Nublado,20.0,0,27.7,4,Baja demanda
2024-06-23,Domingo,6,2024,1,0,Almuerzo,12,16,200,2418.0,Gaseosa,Bebidas,Delivery,No,Nublado,20.0,0,40.2,4,Demanda crítica
2024-06-23,Domingo,6,2024,1,0,Cena,18,22,88,1364.5,Salchipapa Especial,Salchipapas,Delivery,Sí,Nublado,20.0,0,61.7,5,Demanda moderada
2024-06-23,Domingo,6,2024,1,0,Desayuno,7,11,72,574.4,Gaseosa,Bebidas,Presencial,Sí,Nublado,20.0,0,24.4,3,Baja demanda
2024-06-24,Lunes,6,2024,0,0,Almuerzo,12,16,51,623.5,Cheeseburger,Hamburguesas,Presencial,Sí,Nublado,24.0,0,34.7,7,Baja demanda
2024-06-24,Lunes,6,2024,0,0,Cena,18,22,100,1669.8,Pollo Broaster,Pollos,Presencial,Sí,Nublado,24.0,0,52.6,6,Demanda moderada
2024-06-24,Lunes,6,2024,0,0,Desayuno,7,11,33,390.5,Sándwich de Pollo,Sándwiches,Presencial,Sí,Nublado,24.0,0,17.2,2,Baja demanda
2024-06-25,Martes,6,2024,0,0,Almuerzo,12,16,122,1051.0,Gaseosa,Bebidas,Presencial,No,Nublado,22.0,0,35.0,4,Alta demanda
2024-06-25,Martes,6,2024,0,0,Cena,18,22,82,1109.0,Gaseosa,Bebidas,Web,No,Nublado,22.0,0,55.6,7,Demanda moderada
2024-06-25,Martes,6,2024,0,0,Desayuno,7,11,38,300.0,Gaseosa,Bebidas,Presencial,No,Nublado,22.0,0,20.0,3,Baja demanda
2024-06-26,Miércoles,6,2024,0,0,Almuerzo,12,16,146,2382.0,Pollo Broaster,Pollos,Delivery,No,Lluvioso,19.0,1,52.2,6,Alta demanda
2024-06-26,Miércoles,6,2024,0,0,Cena,18,22,70,829.0,Gaseosa,Bebidas,Delivery,No,Lluvioso,19.0,1,75.3,7,Baja demanda
2024-06-26,Miércoles,6,2024,0,0,Desayuno,7,11,60,684.0,Pollo Broaster,Pollos,Presencial,No,Lluvioso,19.0,1,30.6,3,Baja demanda
2024-06-27,Jueves,6,2024,0,0,Almuerzo,12,16,147,2177.0,Alitas BBQ,Pollos,Presencial,Sí,Soleado,28.0,0,38.3,6,Alta demanda
